LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
180	132	0	101
10	5	0	0
0	0	1	0
0	0	2	0
0	0	2	1
50	44	0	19
0	0	1	0
16	6	0	0
28	10	0	0
19	19	0	0
42	12	0	0
68	6	0	0
0	0	1	0
49	9	0	1
11	7	0	1
27	20	0	0
12	5	0	3
0	0	6	0
26	8	0	0
46	14	0	2
159	101	0	82
0	0	2	0
0	0	1	0
0	0	1	0
24	10	0	4
100	53	0	1
11	11	0	0
23	12	0	0
78	18	0	1
49	13	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
27	15	0	32
32	9	0	1
40	22	0	3
9	6	0	1
50	45	0	14
46	30	0	21
9	9	0	0
16	16	0	0
26	9	0	0
51	17	0	0
23	14	0	0
0	0	1	0
9	8	0	1
88	39	0	18
81	40	0	15
20	20	0	4
626	415	1	51
50	26	0	1
29	22	0	0
4	4	1	0
9	9	0	2
52	47	0	5
55	12	0	0
19	19	0	2
13	2	1	78
1	1	2	1
8	1	0	0
1	1	1	0
12	12	0	47
22	22	0	8
0	0	1	0
42	6	0	2
122	96	0	15
0	0	1	0
6	6	0	0
48	6	0	0
89	12	0	0
34	21	0	9
0	0	1	0
10	4	0	2
38	5	0	3
130	51	0	13
65	14	0	2
78	6	0	0
50	18	0	11
17	11	0	2
49	4	0	0
11	6	0	2
11	11	0	1
26	25	0	2
9	9	0	0
56	9	0	2
25	25	0	4
39	6	0	0
8	8	0	3
14	7	0	0
11	11	0	3
99	13	0	2
8	8	0	66
1	1	1	0
79	15	0	1
27	7	0	0
57	23	0	0
15	9	0	0
0	0	1	0
0	0	1	0
17	14	0	6
23	18	2	10
449	289	0	76
47	30	0	9
25	11	0	5
82	14	0	10
24	8	0	1
14	5	0	0
5	5	0	0
36	5	0	0
13	5	0	0
18	5	0	0
68	8	0	5
20	8	0	0
0	0	1	2
48	24	2	7
529	380	0	216
7	5	0	0
0	0	1	0
103	13	0	0
263	197	1	38
36	18	2	4
338	85	0	9
260	110	0	34
0	0	0	0
69	14	0	2
0	0	0	0
12	1	0	6
332	158	0	37
255	193	0	41
188	114	0	28
31	10	0	1
6	6	0	0
34	11	0	0
679	29	0	2
141	31	0	10
13	13	0	4
14	14	0	0
6	6	0	1
0	0	1	0
11	11	0	0
0	0	1	0
112	35	0	0
18	18	0	0
22	9	0	0
28	11	0	0
10	4	0	0
45	17	0	0
126	26	0	5
44	16	0	0
43	13	0	0
5	2	0	0
32	3	0	0
0	0	1	1
11	7	0	13
0	0	1	0
7	7	0	2
0	0	2	0
4	4	2	10
23	23	0	0
8	8	0	0
29	5	0	0
25	22	0	0
30	19	0	2
12	6	0	0
41	28	0	1
262	178	0	0
15	15	0	0
26	16	0	0
59	59	0	0
24	5	0	0
7	7	0	0
23	12	0	0
15	5	0	0
45	8	0	0
14	14	0	5
11	11	0	3
42	19	0	3
15	8	0	4
8	5	2	1
54	30	0	2
9	9	0	0
8	8	0	0
17	9	0	0
9	9	0	0
0	0	1	0
65	5	0	0
268	20	0	11
40	23	0	0
122	38	0	6
14	14	0	5
25	5	0	3
15	15	0	7
106	36	0	4
2	2	1	0
24	7	0	0
0	0	1	0
0	0	1	0
47	5	0	0
21	3	0	2
0	0	1	0
54	7	3	9
13	8	0	1
43	14	0	1
12	12	0	0
28	18	0	3
379	55	0	6
281	21	0	5
8	8	0	0
20	5	0	0
92	35	0	9
22	12	0	5
53	34	0	14
6	6	0	0
55	20	0	7
50	3	0	2
74	14	0	0
53	17	0	4
2	2	2	2
0	0	2	0
14	14	0	3
31	5	0	0
84	68	1	4
0	0	3	0
24	9	0	0
218	69	0	11
41	6	0	4
8	6	0	2
14	5	0	1
43	11	0	0
54	40	0	13
23	8	0	15
11	11	0	16
17	7	0	1
52	8	0	3
36	8	0	3
240	111	0	35
4	4	0	0
0	0	1	0
0	0	1	0
500	426	0	556
53	24	0	50
31	15	0	31
68	51	0	43
5	3	1	7
0	0	3	2
0	0	1	0
19	6	0	0
164	58	0	4
2	2	0	2
218	115	0	10
3	3	1	0
41	14	0	0
75	34	0	0
44	8	0	0
64	28	0	3
55	1	0	0
286	111	0	9
111	6	0	9
14	14	0	5
131	24	0	0
50	23	0	6
401	93	0	27
74	34	0	5
0	0	1	0
0	0	1	0
0	0	1	0
5	5	0	0
34	4	0	0
6	4	0	0
0	0	1	0
0	0	2	0
0	0	0	0
24	15	0	3
12	8	0	0
10	10	0	0
15	5	0	0
3	3	1	1
12	12	1	9
34	26	0	4
83	31	0	0
62	7	0	0
95	88	1	18
874	291	0	26
507	317	0	38
193	112	0	18
14	14	0	2
347	275	0	54
109	40	0	3
21	3	1	0
9	9	0	1
12	5	0	0
11	6	0	0
0	0	1	0
0	0	1	0
0	0	1	0
27	2	0	0
0	0	1	0
116	24	0	11
23	10	0	0
101	37	0	2
20	4	0	0
127	90	0	8
26	25	0	12
8	8	0	2
47	47	0	5
17	17	1	0
20	14	0	1
101	50	0	1
0	0	0	0
21	21	0	6
14	14	0	8
54	16	0	0
440	266	1	70
28	5	0	4
56	6	0	0
110	91	0	3
415	38	0	7
14	4	0	0
149	60	0	6
1661	626	0	138
2	2	0	2
38	9	0	1
0	0	1	0
380	306	0	7
0	0	1	0
15	15	0	0
7	7	0	0
271	62	0	25
7	7	0	5
195	136	0	6
210	144	0	6
8	8	0	0
23	8	0	4
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
26	26	0	42
128	75	0	37
17	3	0	0
143	37	0	0
33	7	0	0
50	11	0	4
63	33	0	1
85	21	0	7
59	49	0	8
23	8	0	8
29	24	0	5
7	7	0	1
77	24	0	9
59	12	0	6
15	15	0	0
6	6	0	0
1	1	1	0
8	6	0	2
76	41	0	0
0	0	3	0
31	4	1	0
50	9	0	0
13	11	0	2
4	4	0	6
6	6	0	19
20	10	1	5
8	5	0	0
13	5	0	1
21	21	0	12
55	9	0	7
93	41	0	67
0	0	0	5
20	2	0	0
46	27	0	17
9	6	0	8
0	0	1	0
6	6	0	25
144	9	0	0
383	67	0	2
49	39	0	1
363	52	0	0
31	5	0	0
570	110	0	0
23	19	0	3
22	13	0	1
10	5	0	1
49	9	0	0
220	44	0	0
3	3	1	3
31	9	0	4
108	74	1	1
6	6	1	24
0	0	1	0
0	0	1	0
0	0	1	0
39	10	0	2
37	0	1	3
80	15	0	11
128	80	1	30
191	19	0	11
10	10	0	0
4	4	0	0
7	7	0	3
24	24	0	0
13	6	0	0
25	3	0	0
20	4	0	0
186	138	0	0
71	17	0	0
11	11	0	0
673	527	0	3
60	22	0	0
20	13	0	0
846	168	0	0
28	5	0	0
95	85	0	0
69	22	0	0
66	40	0	0
39	39	0	3
12	12	0	1
44	33	0	0
73	20	0	0
62	7	0	0
503	221	0	0
41	11	0	0
0	0	1	0
1	1	1	0
17	17	0	17
21	2	0	5
41	31	0	43
0	0	2	0
253	20	1	233
15	9	0	13
139	18	0	68
12	0	2	0
0	0	1	0
27	15	0	4
9	9	0	0
79	18	0	7
0	0	1	0
8	8	0	2
369	64	0	22
114	24	0	11
68	61	0	81
15	15	0	15
80	28	0	5
4	4	1	0
18	18	0	8
0	0	1	0
91	26	0	38
18	14	1	0
30	26	0	3
37	4	0	1
6	6	0	2
20	5	0	11
0	0	1	0
112	102	0	68
14	6	0	7
13	10	0	3
497	72	0	8
24	9	0	0
208	40	0	16
4	4	0	0
12	3	0	1
327	201	0	29
9	9	0	2
1	1	0	0
19	8	0	0
30	4	0	1
72	63	0	0
123	23	0	0
52	11	0	0
11	11	0	1
497	37	0	0
124	83	0	6
51	23	0	1
10	10	0	1
0	0	1	0
150	15	0	0
22	16	0	0
32	7	0	0
63	48	0	0
66	3	0	0
169	38	0	1
13	5	0	0
30	9	0	2
172	30	0	4
130	129	0	67
52	18	0	9
77	23	0	20
74	13	0	1
119	69	0	1
31	31	0	9
100	21	0	0
40	40	0	3
1	1	0	0
124	39	0	5
754	541	0	111
122	13	0	2
13	6	0	4
25	6	0	1
12	9	0	1
15	15	0	0
9	9	0	4
6	6	0	0
65	16	0	0
25	25	0	0
75	15	0	0
101	10	0	15
25	4	0	7
122	19	0	8
22	19	0	5
17	5	0	4
285	160	0	7
29	21	0	0
110	88	0	11
114	17	0	3
633	41	0	11
37	4	0	0
44	22	0	1
27	5	0	0
6	6	0	0
0	0	1	0
109	6	0	3
27	11	0	9
7	7	0	8
120	98	1	16
6	6	0	1
33	7	0	0
138	41	0	18
999	741	1	142
234	161	0	52
94	12	0	18
320	82	0	31
28	16	0	0
227	61	2	4
204	61	2	11
17	10	0	2
33	30	0	18
62	15	0	0
628	433	0	95
92	12	0	3
399	254	0	82
1186	1104	6	1107
161	11	1	9
1308	1036	1	467
3138	1873	0	607
906	46	0	45
0	0	1	0
5	2	0	0
0	0	1	0
57	23	20	107
46	18	0	0
80	5	0	0
36	25	0	0
32	0	0	0
49	14	0	0
31	9	0	0
9	9	0	0
28	3	1	0
55	6	0	0
9	5	0	0
27	3	0	0
0	0	1	0
0	0	1	0
6	5	0	0
2	2	1	0
68	50	0	9
8	8	1	0
52	6	0	0
43	4	0	0
12	12	0	2
64	6	0	9
33	16	0	3
2	1	1	3
0	0	1	0
220	4	0	0
56	36	0	0
5	5	0	0
1	1	1	0
12	11	0	0
13	7	0	0
23	19	0	0
57	11	0	0
26	9	0	0
61	23	0	0
35	6	0	0
3	0	2	0
133	10	0	0
84	58	0	1
14	14	0	0
36	6	0	0
148	29	0	0
41	41	0	0
19	19	0	0
17	8	0	0
53	15	0	0
8	8	0	0
179	139	0	0
121	26	0	0
24	10	0	0
8	4	0	0
30	30	0	0
110	51	0	0
64	31	0	0
50	18	0	0
185	28	0	1
38	16	0	0
31	18	0	0
108	82	0	0
85	34	0	0
363	285	0	0
66	10	0	0
28	14	0	0
1863	1350	1	33
13	11	0	0
15	15	0	0
118	20	0	0
10	8	0	0
98	17	0	1
65	23	0	0
93	15	0	0
53	13	0	0
50	35	0	0
52	31	0	0
62	19	0	0
360	12	0	7
24	2	0	0
116	10	0	0
116	67	0	23
15	9	0	2
598	27	0	18
63	29	0	4
560	375	0	28
51	51	0	3
65	2	0	2
30	11	0	6
2	2	0	0
51	50	0	19
0	0	1	0
22	11	0	3
38	28	0	7
208	28	0	7
5	5	0	1
15	15	0	0
14	5	0	0
0	0	3	0
0	0	1	0
0	0	1	0
0	0	1	0
218	23	0	3
7	7	0	0
27	20	0	1
128	7	0	1
8	8	0	9
0	0	0	4
0	0	1	0
18	17	0	2
0	0	1	0
1	1	1	0
93	44	0	32
102	21	0	8
37	24	0	13
5	0	0	0
79	30	0	18
25	6	0	3
8	8	0	8
56	7	0	0
259	32	0	79
41	10	0	0
26	11	0	7
332	220	0	91
313	25	0	15
63	53	0	1
17	11	0	0
1	1	1	1
5	5	7	0
9	9	0	0
30	6	0	0
256	33	0	0
0	0	1	0
19	15	0	1
123	77	0	3
0	0	1	0
0	0	1	0
233	77	0	13
61	35	0	6
170	144	0	35
0	0	1	0
0	0	1	0
0	0	1	0
55	21	2	0
9	9	0	0
158	158	1	1
75	12	0	3
6	6	0	0
42	5	0	4
29	7	0	0
6	6	1	2
45	9	0	0
15	10	1	2
31	31	0	3
0	0	1	0
12	12	0	1
66	8	0	0
603	421	0	6
249	80	0	0
86	55	0	0
703	130	0	5
26	26	1	2
24	14	0	1
126	32	0	0
416	24	0	0
8	8	0	0
268	157	1	0
210	37	1	1
118	14	0	0
5	5	1	0
0	0	1	0
0	0	2	0
44	6	0	1
44	8	0	0
1	1	1	0
7	7	0	1
133	30	0	18
10	10	0	0
22	5	0	0
21	7	0	0
20	20	0	3
0	0	2	0
33	9	1	0
28	14	0	9
0	0	2	0
0	0	1	0
18	18	0	2
25	22	0	15
43	19	0	9
100	79	0	29
15	1	0	0
65	52	0	10
5	5	1	0
147	117	0	105
0	0	2	2
39	24	0	21
1431	134	2	117
202	123	2	43
317	205	1	102
0	0	0	0
0	0	2	0
85	8	0	2
69	8	0	3
124	23	0	30
2	2	1	0
65	24	0	4
9	9	0	0
309	126	0	29
18	10	0	8
18	11	0	33
14	2	3	11
0	0	1	0
7	1	1	2
11	0	1	0
69	52	0	57
3	3	0	1
73	6	0	12
0	0	1	0
120	17	0	10
11	6	0	7
17	16	2	8
1391	259	0	94
79	45	0	28
1022	53	0	59
251	58	0	14
340	65	0	41
17	7	0	2
107	41	0	0
79	16	0	1
37	3	0	0
10	10	0	0
281	207	0	0
36	36	0	3
61	4	0	0
44	35	0	3
62	9	0	0
0	0	1	0
0	0	1	0
0	0	1	0
1499	843	1	117
17	7	0	7
2992	1245	0	608
163	102	0	18
8	8	0	2
64	13	0	5
30	8	0	0
506	138	0	3
26	3	0	0
9	9	0	2
3435	2706	2	375
19	2	0	1
149	145	0	9
10	10	0	0
381	44	0	4
219	54	1	7
36	20	0	2
468	158	0	18
78	15	0	0
101	74	1	0
156	34	0	0
151	20	0	0
701	108	0	4
50	21	0	0
160	100	0	4
50	34	0	0
211	6	0	1
11	7	0	0
12	12	0	0
33	2	0	2
657	523	1	358
14	12	0	1
59	10	0	5
55	12	0	5
184	13	0	2
41	10	0	2
35	5	0	6
388	312	0	99
30	4	0	0
0	0	2	0
50	7	0	0
83	44	0	3
9	9	0	0
7	7	0	5
0	0	1	0
8	8	0	0
0	0	1	0
35	16	0	0
6	6	0	0
18	7	0	1
22	15	0	1
27	19	0	1
93	32	0	1
0	0	0	0
7	0	1	0
11	6	2	7
52	21	2	7
1	1	0	0
5	5	0	0
36	18	0	6
1	1	1	1
51	45	0	7
45	5	0	0
53	39	1	0
67	33	0	0
36	9	0	1
67	35	0	1
32	11	0	13
568	404	0	51
831	56	0	17
14	14	0	0
905	465	0	254
4972	1003	1	237
1501	1136	3	492
545	306	1	76
116	30	0	20
37	2	0	0
462	254	1	58
416	212	0	55
83	4	0	7
187	43	0	7
142	20	0	8
95	23	0	28
88	21	0	12
29	5	0	6
188	76	0	25
78	35	1	26
202	8	0	6
1	1	1	3
12	4	0	6
78	32	0	8
2	2	1	1
31	4	0	2
0	0	1	0
43	31	0	23
73	9	0	0
18	18	0	0
22	3	0	0
41	6	0	0
26	6	0	0
154	75	0	29
6	6	0	0
3	0	1	2
0	0	4	0
80	25	0	0
61	5	0	0
99	19	0	0
78	24	0	0
55	52	0	0
33	9	0	0
14	7	0	2
18	3	0	0
38	3	0	0
14	11	0	7
5	5	0	1
94	45	0	4
10	10	0	0
0	0	1	0
64	23	0	26
10	10	0	3
146	99	0	57
97	26	0	7
6	6	0	1
69	8	0	0
30	14	0	0
12	12	0	0
0	0	1	0
13	1	0	0
8	8	0	0
16	0	0	0
5	0	1	0
7	7	0	0
0	0	1	0
0	0	1	0
0	0	2	0
0	0	1	1
0	0	1	0
6	6	0	5
0	0	1	0
0	0	1	0
26	2	0	0
8	8	0	0
0	0	1	0
2	1	0	0
117	59	1	30
18	18	0	7
44	26	0	15
1214	83	0	31
5	5	0	5
59	8	0	6
43	27	0	9
28	5	0	0
0	0	1	0
939	729	1	178
211	92	1	24
25	14	0	1
160	89	0	11
673	527	1	76
153	112	1	20
27	26	0	5
20	13	0	0
635	387	0	36
327	242	1	15
996	364	0	33
20	8	0	0
1339	117	0	14
6	2	0	0
19	6	0	4
0	0	1	1
3	3	4	6
496	83	0	59
80	68	0	0
5	5	0	0
40	26	0	13
6	6	0	5
19	14	0	7
25	19	0	25
5237	4125	11	3162
233	32	0	23
552	339	0	265
13	13	0	3
52	41	0	12
54	26	0	2
8	8	0	2
44	5	0	0
10	10	0	0
20	19	0	6
23	10	0	1
145	57	1	26
10	2	1	0
43	8	0	3
2	2	1	3
30	18	0	3
97	55	0	2
13	13	0	12
7	7	0	0
101	16	0	26
7	7	0	6
10	10	0	3
0	0	0	0
1	1	1	0
6	6	0	0
6	6	0	5
69	51	0	19
14	9	0	0
9	9	0	1
98	88	0	56
54	8	0	4
28	11	0	15
25	20	0	12
83	67	0	21
195	133	0	76
18	10	0	1
35	3	0	1
36	29	0	6
15	4	0	0
0	0	1	0
26	7	0	0
86	3	0	0
147	21	0	1
301	131	1	0
9	9	0	0
7	7	0	0
20	10	0	0
74	22	0	5
198	97	0	2
150	9	0	0
208	19	0	0
136	24	0	0
81	55	0	1
16	12	0	0
131	23	0	0
101	43	0	0
187	111	0	1
96	48	0	1
6	6	0	0
214	26	0	0
983	162	1	11
22	14	0	3
71	29	0	2
0	0	1	0
29	19	0	0
64	23	0	2
39	10	0	2
0	0	1	2
1	1	1	0
36	32	0	11
43	40	0	17
73	47	0	13
43	38	0	15
14	14	0	24
13	8	0	0
77	6	0	9
0	0	1	0
11	5	0	2
13	11	0	1
62	52	0	3
35	11	0	0
21	17	0	6
0	0	1	0
18	2	0	0
0	0	1	0
0	0	1	0
7	5	0	0
22	22	0	0
69	6	0	0
105	22	0	0
322	22	0	0
13	8	0	0
60	28	0	0
492	384	0	2
84	62	0	2
0	0	1	0
20	20	0	1
1268	900	1	3
34	4	0	1
9	9	0	7
55	14	0	7
54	2	0	0
26	14	0	2
8	8	0	0
12	12	0	7
17	5	0	0
174	86	1	16
9	6	0	5
65	23	0	7
488	34	0	12
992	210	0	54
28	26	0	1
99	18	0	0
197	33	0	0
188	64	0	0
82	24	0	0
17	17	0	1
16	8	0	0
43	12	0	0
278	175	0	1
53	6	0	0
27	7	0	0
28	18	0	1
0	0	1	2
0	0	0	0
1	0	1	0
30	2	0	3
33	10	0	3
0	0	1	0
35	3	0	0
10	10	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
24	24	0	15
93	51	0	21
18	15	0	3
43	8	0	0
0	0	1	0
18	11	0	6
0	0	1	0
5	5	0	0
0	0	1	0
0	0	1	0
29	5	0	2
0	0	1	0
16	9	0	0
12	5	0	7
34	4	0	0
41	29	0	1
271	230	0	10
29	24	0	0
27	14	0	0
124	6	0	10
148	12	0	8
26	4	0	4
14	4	0	0
19	9	0	3
96	69	0	17
20	10	0	6
18	6	0	2
9	6	0	3
73	14	0	1
8	7	0	1
111	9	0	6
30	23	0	1
50	3	0	0
18	7	0	2
104	51	0	9
35	12	0	0
100	80	0	3
24	6	0	1
9	9	0	0
53	16	0	0
0	0	1	1
25	19	0	3
175	92	0	17
1097	235	0	61
52	20	0	1
133	70	0	65
10	10	0	10
10	4	0	2
0	0	1	0
39	25	0	22
47	20	0	2
5	5	0	3
0	0	1	1
0	0	1	0
0	0	1	0
39	5	0	4
0	0	1	1
77	56	0	8
176	14	0	6
94	15	0	2
375	206	2	88
21	21	0	4
378	356	2	283
70	21	0	129
80	45	0	27
4	3	1	1
0	0	1	0
30	6	0	1
0	0	1	0
396	61	0	29
118	10	0	1
75	19	0	0
24	6	0	3
93	68	0	14
116	12	1	8
55	25	0	7
18	14	0	2
563	334	0	135
59	34	0	44
20	13	0	3
1	1	2	0
0	0	1	0
0	0	1	0
20	15	0	0
0	0	1	0
66	21	0	1
56	6	0	0
44	13	0	0
71	30	0	3
56	14	0	1
7	7	0	0
393	262	0	2
3016	378	0	1
13	13	0	1
0	0	1	0
32	26	0	4
20	9	0	0
26	19	0	0
50	5	0	0
136	12	0	1
18	18	0	1
22	22	0	5
68	64	0	11
79	44	0	2
83	23	0	1
54	8	0	1
15	10	0	1
9	9	0	0
10	10	0	0
18	18	0	3
0	0	1	0
7	7	0	0
23	23	0	15
6	6	0	0
51	51	0	1
101	75	0	1
31	14	0	2
11	9	0	0
8	3	0	0
0	0	1	0
43	2	0	2
12	4	1	8
3	0	1	2
8	8	0	0
11	11	0	0
24	4	0	0
26	26	0	2
63	34	1	5
9	5	0	3
9	9	0	2
46	7	0	0
18	12	0	0
8	8	0	0
30	5	3	1
17	11	0	1
28	17	0	11
53	8	0	1
74	22	0	4
68	33	0	11
29	8	0	7
123	54	0	23
0	0	1	0
0	0	1	0
14	8	0	0
31	11	0	0
17	2	0	0
280	17	0	0
7	7	0	0
49	10	0	0
13	7	0	0
314	84	0	2
18	5	0	0
84	50	0	0
1525	286	0	7
17	17	0	0
17	14	0	1
45	1	0	1
10	0	0	0
78	44	0	3
227	79	1	2
378	140	0	0
78	21	0	0
0	0	1	0
723	382	1	4
13	7	0	0
10	5	0	0
47	34	0	38
13	13	0	5
8	8	1	1
171	134	1	53
1417	1152	1	166
0	0	1	0
10	6	0	0
118	33	0	0
232	50	0	7
23	6	0	0
12	4	0	0
12	12	0	0
11	11	0	0
146	57	0	38
23	3	0	0
28	10	0	0
13	10	0	2
86	38	0	14
188	49	0	28
0	0	1	0
15	7	0	3
31	13	0	6
8	7	0	1
0	0	2	0
113	36	0	7
39	11	0	0
1399	1196	2	544
12	3	1	0
8	2	0	0
6	6	0	0
15	4	0	0
34	14	0	10
15	9	0	3
921	597	0	555
10	9	0	10
38	38	0	5
1120	658	1	262
938	114	0	59
10	1	1	1
35	5	0	1
53	8	0	5
23	7	1	0
6	6	0	5
13	8	0	0
40	17	0	0
32	5	0	3
0	0	1	0
29	7	0	5
181	99	0	21
20	14	0	10
121	36	0	7
5	5	0	4
0	0	1	0
25	14	0	4
23	15	0	1
11	11	0	0
7	7	0	0
9	5	0	0
37	5	0	0
17	9	0	0
71	32	0	0
9	9	0	7
17	2	0	1
3	3	0	0
40	23	0	7
0	0	1	0
29	29	0	10
42	14	0	10
104	90	1	30
23	23	0	4
17	8	0	6
29	29	0	9
85	10	0	1
24	9	0	10
0	0	1	0
60	24	0	52
0	0	1	0
113	14	0	6
17	13	0	22
11	6	0	8
19	7	0	1
5	5	0	0
35	35	0	28
39	17	0	9
51	2	0	2
1	1	1	0
3	3	0	1
702	265	3	286
0	0	0	0
8	8	0	2
2	2	1	0
68	18	0	6
13	4	0	1
9	9	0	3
0	0	1	0
2	2	1	8
21	0	1	0
50	12	0	1
94	25	0	4
27	13	0	0
6	6	0	1
13	12	0	6
27	23	0	0
2935	2533	5	1218
12	12	0	5
257	206	0	33
0	0	1	0
0	0	1	0
6	6	0	0
9	4	0	0
4	4	0	3
16	6	0	5
18	18	0	6
219	167	0	73
15	15	0	16
19	10	0	2
11	11	0	19
0	0	1	0
14	6	0	11
68	27	0	1
146	22	0	9
6	6	5	19
32	16	0	12
3753	927	166	2490
279	134	22	31
113	47	22	1
44	25	0	4
116	44	0	89
141	30	0	1
25	3	0	10
47	15	0	1
95	16	0	0
9	9	0	3
67	47	0	2
26	16	0	4
61	20	0	29
9	9	0	3
0	0	1	0
1555	1404	0	14
18	18	0	1
200	18	0	0
56	17	0	0
49	22	0	3
36	5	0	0
0	0	1	0
6	1	6	16
0	0	1	0
11	11	0	4
0	0	1	0
34	6	0	1
23	5	0	0
2	2	1	0
11	6	0	0
7	7	0	70
0	0	1	0
0	0	0	1
0	0	1	0
0	0	1	0
1	1	1	1
36	6	0	3
0	0	1	0
19	6	0	3
55	20	0	13
213	136	0	201
74	24	0	116
136	66	0	224
168	31	1	60
80	44	0	27
31	31	0	3
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
12	12	0	3
33	12	0	0
104	30	0	14
44	20	0	17
428	134	0	34
168	117	0	34
7	3	0	0
310	65	0	12
13	9	0	0
80	5	0	4
120	11	0	3
87	25	0	8
68	11	0	5
98	11	0	6
105	36	0	8
52	31	0	24
37	17	0	1
32	29	0	2
73	17	0	0
34	0	0	0
121	101	1	183
0	0	1	0
0	0	1	0
37	23	0	3
22	5	0	1
127	5	0	2
92	7	0	0
83	13	0	0
47	13	0	2
46	10	0	1
121	48	0	15
16	11	0	1
12	5	0	0
82	73	0	25
30	1	0	0
16	16	0	0
17	9	0	0
47	4	0	0
0	0	1	0
16	16	0	0
6	2	0	5
12	3	0	2
41	12	0	11
100	14	0	5
7	7	0	14
9	9	0	3
49	21	0	0
6	6	0	0
78	36	0	11
28	10	0	4
110	75	1	26
3	1	1	0
1	1	1	0
0	0	1	0
0	0	0	0
53	15	0	2
21	9	0	3
24	19	0	14
28	11	0	0
8	5	0	0
20	9	0	0
80	8	0	3
7	4	0	3
39	12	0	5
99	87	0	19
6	6	0	0
310	156	0	69
18	18	0	2
144	75	1	52
36	19	0	2
0	0	1	0
19	19	0	4
10	10	0	1
28	16	0	0
209	118	0	1
128	98	0	15
14	14	0	2
0	0	0	0
55	11	0	11
57	7	0	11
0	0	1	0
0	0	1	0
38	38	0	30
7	7	0	0
33	5	0	0
64	16	0	1
2	2	2	36
78	17	0	6
132	64	0	11
24	12	0	1
27	8	0	18
0	0	1	0
35	35	0	32
0	0	1	0
13	13	1	0
0	0	1	0
0	0	1	0
31	17	0	9
24	23	0	14
8	8	0	0
15	7	0	0
32	2	1	0
17	13	0	3
101	45	0	0
125	32	0	0
80	9	0	2
61	26	0	1
296	53	0	8
13	11	0	3
21	3	0	1
28	7	0	3
75	16	0	0
299	105	0	4
281	87	1	4
3	3	0	0
38	24	0	1
5	5	1	0
51	23	0	0
76	11	0	0
452	223	1	4
531	293	0	16
2	1	1	2
22	12	0	0
17	17	0	1
13	3	0	0
0	0	1	0
9	6	0	1
66	40	0	4
308	258	0	101
75	56	0	13
299	143	0	35
48	35	0	8
81	29	0	19
10	10	0	5
49	16	0	15
233	120	0	68
88	10	0	1
18	10	0	4
432	56	17	114
111	35	0	16
233	20	0	31
778	636	1	396
83	74	0	32
17	17	0	3
65	7	0	2
9	4	0	0
35	9	1	0
12	12	0	0
9	9	0	0
53	6	0	0
39	12	0	0
66	66	0	0
48	9	0	1
0	0	1	0
99	68	0	11
288	90	0	4
78	24	0	0
18	9	0	0
7	7	0	0
29	12	0	0
587	134	0	54
11	5	0	5
163	37	0	22
89	7	0	5
8	8	0	0
0	0	1	0
222	24	0	6
33	2	0	2
79	7	0	1
37	12	0	2
42	6	0	1
60	24	0	2
49	41	0	5
99	8	0	0
53	48	1	0
82	11	0	0
0	0	1	0
8	8	0	0
12	12	0	0
15	5	0	0
141	53	0	1
38	14	0	0
201	63	0	3
191	142	0	2
164	97	0	4
233	196	0	13
19	19	0	5
10	5	0	2
64	21	0	81
23	23	0	17
7	7	0	0
17	17	0	1
63	20	0	0
0	0	2	0
0	0	2	0
194	89	0	84
32	9	0	0
52	20	0	1
62	38	0	2
31	2	0	0
139	54	0	45
38	15	0	1
9	1	1	1
11	11	0	0
23	9	0	4
29	29	0	4
0	0	0	0
33	5	0	0
456	253	0	12
95	5	0	0
21	10	0	0
133	9	0	1
35	13	1	4
70	11	0	1
1	1	0	0
47	10	0	7
10	7	0	0
434	36	0	12
18	7	0	0
1	1	0	2
15	9	0	10
0	0	1	0
13	13	0	0
27	12	0	1
26	13	0	1
64	37	0	8
6	6	0	0
7	7	0	0
30	10	0	4
1	1	1	0
228	82	0	16
123	72	0	35
21	10	0	1
29	17	0	1
7	7	0	4
58	37	0	71
79	27	0	25
0	0	1	0
7	7	0	6
17	12	0	4
11	11	2	0
8	7	0	0
36	7	0	0
48	21	0	1
0	0	1	0
18	11	0	0
54	13	0	3
110	13	0	4
48	19	1	0
14	14	1	0
17	5	0	2
42	20	0	3
0	0	2	0
12	7	0	4
39	6	0	0
14	14	0	10
52	36	0	8
5	5	0	3
65	20	0	7
120	81	0	45
22	5	0	7
57	0	0	18
136	4	5	4
2	2	1	0
33	15	0	4
64	16	0	0
2	0	1	0
54	24	0	0
10	10	0	0
40	6	0	2
0	0	1	0
6	6	0	0
27	11	0	0
19	9	1	0
57	6	0	0
178	74	0	0
20	20	0	4
7	7	0	0
27	14	0	12
18	18	0	25
12	12	0	17
46	7	0	1
38	4	0	0
105	30	0	2
313	173	0	19
145	66	0	7
157	52	0	0
0	0	1	0
10	4	0	5
73	15	0	8
19	5	0	2
5	5	0	0
12	6	0	0
77	61	0	15
8	8	0	0
47	1	2	4
3756	2230	7	2098
2	1	0	2
36	29	0	11
